batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,135,119,3,139,24.0,6.81,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,134,118,2,139,15.0,6.81,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,133,117,1,139,12.0,6.82,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,131,116,0,139,12.0,6.78,0
Punjab Kings,Punjab Kings,Chandigarh,155,125,9,155,-0.0,7.44,0
Punjab Kings,Punjab Kings,Chandigarh,155,124,8,155,-0.0,7.5,0
Punjab Kings,Punjab Kings,Chandigarh,146,119,3,155,54.0,7.36,0
Punjab Kings,Punjab Kings,Chandigarh,145,118,2,155,30.0,7.37,0
Punjab Kings,Punjab Kings,Chandigarh,145,117,1,155,20.0,7.44,0
Punjab Kings,Punjab Kings,Chandigarh,141,116,0,155,21.0,7.29,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,179,119,3,185,36.0,9.03,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,179,118,2,185,18.0,9.1,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,179,117,1,185,12.0,9.18,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,179,116,0,185,9.0,9.26,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,182,125,9,182,-0.0,8.74,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,182,124,8,182,-0.0,8.81,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,182,123,7,182,-0.0,8.88,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,182,122,6,182,-0.0,8.95,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,182,121,5,182,-0.0,9.02,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,181,119,3,182,6.0,9.13,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,180,118,2,182,6.0,9.15,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,174,117,1,182,16.0,8.92,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,173,116,0,182,13.5,8.95,0
Rajasthan Royals,Punjab Kings,Jaipur,154,125,9,154,-0.0,7.39,1
Rajasthan Royals,Punjab Kings,Jaipur,145,119,3,154,54.0,7.31,1
Rajasthan Royals,Punjab Kings,Jaipur,144,119,2,154,60.0,7.26,1
Rajasthan Royals,Punjab Kings,Jaipur,144,118,1,154,30.0,7.32,1
Rajasthan Royals,Punjab Kings,Jaipur,140,117,0,154,28.0,7.18,1
Mumbai Indians,Chennai Super Kings,Chennai,159,119,3,166,42.0,8.02,0
Mumbai Indians,Chennai Super Kings,Chennai,159,118,2,166,21.0,8.08,0
Mumbai Indians,Chennai Super Kings,Chennai,155,117,1,166,22.0,7.95,0
Mumbai Indians,Chennai Super Kings,Chennai,151,116,0,166,22.5,7.81,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,160,125,9,160,-0.0,7.68,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,160,124,8,160,-0.0,7.74,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,160,123,7,160,-0.0,7.8,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,160,122,6,160,-0.0,7.87,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,157,119,3,160,18.0,7.92,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,156,118,2,160,12.0,7.93,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,155,117,1,160,10.0,7.95,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Nagpur,154,116,0,160,9.0,7.97,0
Punjab Kings,Kolkata Knight Riders,Kolkata,189,119,3,201,72.0,9.53,0
Punjab Kings,Kolkata Knight Riders,Kolkata,189,118,2,201,36.0,9.61,0
Punjab Kings,Kolkata Knight Riders,Kolkata,185,117,1,201,32.0,9.49,0
Punjab Kings,Kolkata Knight Riders,Kolkata,184,116,0,201,25.5,9.52,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,173,119,3,185,72.0,8.72,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,173,118,2,185,36.0,8.8,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,173,117,1,185,24.0,8.87,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,172,116,0,185,19.5,8.9,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,179,125,9,179,-0.0,8.59,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,170,119,3,179,54.0,8.57,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,170,118,2,179,27.0,8.64,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,166,117,1,179,26.0,8.51,0
Sunrisers Hyderabad,Mumbai Indians,Mumbai,166,116,0,179,19.5,8.59,0
Rajasthan Royals,Chennai Super Kings,Chennai,247,125,9,247,-0.0,11.86,0
Rajasthan Royals,Chennai Super Kings,Chennai,233,119,3,247,84.0,11.75,0
Rajasthan Royals,Chennai Super Kings,Chennai,233,118,2,247,42.0,11.85,0
Rajasthan Royals,Chennai Super Kings,Chennai,233,117,1,247,28.0,11.95,0
Rajasthan Royals,Chennai Super Kings,Chennai,232,116,0,247,22.5,12.0,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,182,125,9,182,-0.0,8.74,1
Royal Challengers Bangalore,Punjab Kings,Chandigarh,182,124,8,182,-0.0,8.81,1
Royal Challengers Bangalore,Punjab Kings,Chandigarh,177,119,3,182,30.0,8.92,1
Royal Challengers Bangalore,Punjab Kings,Chandigarh,175,118,2,182,21.0,8.9,1
Royal Challengers Bangalore,Punjab Kings,Chandigarh,173,117,1,182,18.0,8.87,1
Royal Challengers Bangalore,Punjab Kings,Chandigarh,173,116,0,182,13.5,8.95,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,182,125,9,182,-0.0,8.74,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,168,119,3,182,84.0,8.47,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,168,119,2,182,84.0,8.47,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,162,118,1,182,60.0,8.24,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,161,117,0,182,42.0,8.26,0
Rajasthan Royals,Delhi Capitals,Delhi,189,125,9,189,-0.0,9.07,0
Rajasthan Royals,Delhi Capitals,Delhi,189,124,8,189,-0.0,9.15,0
Rajasthan Royals,Delhi Capitals,Delhi,187,119,3,189,12.0,9.43,0
Rajasthan Royals,Delhi Capitals,Delhi,187,118,2,189,6.0,9.51,0
Rajasthan Royals,Delhi Capitals,Delhi,186,117,1,189,6.0,9.54,0
Rajasthan Royals,Delhi Capitals,Delhi,182,116,0,189,10.5,9.41,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,162,125,9,162,-0.0,7.78,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,162,124,8,162,-0.0,7.84,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,151,119,3,162,66.0,7.61,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,151,118,2,162,33.0,7.68,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,150,117,1,162,24.0,7.69,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,149,116,0,162,19.5,7.71,1
Mumbai Indians,Punjab Kings,Mumbai,164,125,9,164,-0.0,7.87,1
Mumbai Indians,Punjab Kings,Mumbai,164,124,8,164,-0.0,7.94,1
Mumbai Indians,Punjab Kings,Mumbai,154,119,3,164,60.0,7.76,1
Mumbai Indians,Punjab Kings,Mumbai,154,118,2,164,30.0,7.83,1
Mumbai Indians,Punjab Kings,Mumbai,154,117,1,164,20.0,7.9,1
Mumbai Indians,Punjab Kings,Mumbai,154,116,0,164,15.0,7.97,1
Kolkata Knight Riders,Delhi Capitals,Delhi,178,125,9,178,-0.0,8.54,0
Kolkata Knight Riders,Delhi Capitals,Delhi,178,124,8,178,-0.0,8.61,0
Kolkata Knight Riders,Delhi Capitals,Delhi,176,119,3,178,12.0,8.87,0
Kolkata Knight Riders,Delhi Capitals,Delhi,175,119,2,178,18.0,8.82,0
Kolkata Knight Riders,Delhi Capitals,Delhi,175,118,1,178,9.0,8.9,0
Kolkata Knight Riders,Delhi Capitals,Delhi,174,117,0,178,8.0,8.92,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,173,125,9,173,-0.0,8.3,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,173,124,8,173,-0.0,8.37,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,163,119,3,173,60.0,8.22,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,162,118,2,173,33.0,8.24,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,162,117,1,173,22.0,8.31,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,161,116,0,173,18.0,8.33,0
Chennai Super Kings,Rajasthan Royals,Ahmedabad,168,119,3,178,60.0,8.47,0
Chennai Super Kings,Rajasthan Royals,Ahmedabad,166,118,2,178,36.0,8.44,0
Chennai Super Kings,Rajasthan Royals,Ahmedabad,165,117,1,178,26.0,8.46,0
Chennai Super Kings,Rajasthan Royals,Ahmedabad,165,116,0,178,19.5,8.53,0
Punjab Kings,Punjab Kings,Chandigarh,184,125,9,184,-0.0,8.83,0
Punjab Kings,Punjab Kings,Chandigarh,184,124,8,184,-0.0,8.9,0
Punjab Kings,Punjab Kings,Chandigarh,184,123,7,184,-0.0,8.98,0
Punjab Kings,Punjab Kings,Chandigarh,179,119,3,184,30.0,9.03,0
Punjab Kings,Punjab Kings,Chandigarh,179,118,2,184,15.0,9.1,0
Punjab Kings,Punjab Kings,Chandigarh,179,117,1,184,10.0,9.18,0
Punjab Kings,Punjab Kings,Chandigarh,178,116,0,184,9.0,9.21,0
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,149,125,9,149,-0.0,7.15,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,149,124,8,149,-0.0,7.21,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,149,123,7,149,-0.0,7.27,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,149,122,6,149,-0.0,7.33,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,141,119,3,149,48.0,7.11,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,141,118,2,149,24.0,7.17,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,141,117,1,149,16.0,7.23,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,140,116,0,149,13.5,7.24,1
Mumbai Indians,Chennai Super Kings,Mumbai,181,125,9,181,-0.0,8.69,1
Mumbai Indians,Chennai Super Kings,Mumbai,174,119,3,181,42.0,8.77,1
Mumbai Indians,Chennai Super Kings,Mumbai,174,118,2,181,21.0,8.85,1
Mumbai Indians,Chennai Super Kings,Mumbai,170,117,1,181,22.0,8.72,1
Mumbai Indians,Chennai Super Kings,Mumbai,165,116,0,181,24.0,8.53,1
Royal Challengers Bangalore,Delhi Capitals,Bangalore,176,119,3,184,48.0,8.87,0
Royal Challengers Bangalore,Delhi Capitals,Bangalore,176,118,2,184,24.0,8.95,0
Royal Challengers Bangalore,Delhi Capitals,Bangalore,176,117,1,184,16.0,9.03,0
Royal Challengers Bangalore,Delhi Capitals,Bangalore,175,116,0,184,13.5,9.05,0
Punjab Kings,Punjab Kings,Chandigarh,176,119,3,184,48.0,8.87,0
Punjab Kings,Punjab Kings,Chandigarh,175,118,2,184,27.0,8.9,0
Punjab Kings,Punjab Kings,Chandigarh,175,117,1,184,18.0,8.97,0
Punjab Kings,Punjab Kings,Chandigarh,174,116,0,184,15.0,9.0,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,172,125,9,172,-0.0,8.26,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,170,119,3,172,12.0,8.57,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,169,118,2,172,9.0,8.59,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,169,117,1,172,6.0,8.67,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,165,116,0,172,10.5,8.53,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,144,119,3,156,72.0,7.26,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,140,118,2,156,48.0,7.12,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,140,117,1,156,32.0,7.18,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,140,116,0,156,24.0,7.24,1
Chennai Super Kings,Punjab Kings,Chennai,131,119,3,137,36.0,6.61,0
Chennai Super Kings,Punjab Kings,Chennai,131,119,2,137,36.0,6.61,0
Chennai Super Kings,Punjab Kings,Chennai,131,118,1,137,18.0,6.66,0
Chennai Super Kings,Punjab Kings,Chennai,131,117,0,137,12.0,6.72,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,172,125,9,172,-0.0,8.26,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,172,124,8,172,-0.0,8.32,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,172,123,7,172,-0.0,8.39,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,157,119,3,172,90.0,7.92,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,153,118,2,172,57.0,7.78,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,153,117,1,172,38.0,7.85,0
Delhi Capitals,Sunrisers Hyderabad,Cuttack,147,116,0,172,37.5,7.6,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,152,125,9,152,-0.0,7.3,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,152,124,8,152,-0.0,7.35,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,148,119,3,152,24.0,7.46,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,147,118,2,152,15.0,7.47,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,147,117,1,152,10.0,7.54,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,146,116,0,152,9.0,7.55,1
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,169,125,9,169,-0.0,8.11,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,164,119,3,169,30.0,8.27,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,164,118,2,169,15.0,8.34,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,164,117,1,169,10.0,8.41,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,163,116,0,169,9.0,8.43,0
Chennai Super Kings,Delhi Capitals,Delhi,186,125,9,186,-0.0,8.93,1
Chennai Super Kings,Delhi Capitals,Delhi,186,124,8,186,-0.0,9.0,1
Chennai Super Kings,Delhi Capitals,Delhi,182,119,3,186,24.0,9.18,1
Chennai Super Kings,Delhi Capitals,Delhi,178,119,2,186,48.0,8.97,1
Chennai Super Kings,Delhi Capitals,Delhi,177,118,1,186,27.0,9.0,1
Chennai Super Kings,Delhi Capitals,Delhi,173,117,0,186,26.0,8.87,1
Punjab Kings,Sunrisers Hyderabad,Cuttack,162,119,3,171,54.0,8.17,0
Punjab Kings,Sunrisers Hyderabad,Cuttack,161,118,2,171,30.0,8.19,0
Punjab Kings,Sunrisers Hyderabad,Cuttack,161,117,1,171,20.0,8.26,0
Punjab Kings,Sunrisers Hyderabad,Cuttack,161,116,0,171,15.0,8.33,0
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,77,119,3,93,96.0,3.88,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,73,118,2,93,60.0,3.71,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,72,117,1,93,42.0,3.69,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,71,116,0,93,33.0,3.67,1
Delhi Capitals,Delhi Capitals,Delhi,206,119,3,219,78.0,10.39,0
Delhi Capitals,Delhi Capitals,Delhi,205,118,2,219,42.0,10.42,0
Delhi Capitals,Delhi Capitals,Delhi,201,117,1,219,36.0,10.31,0
Delhi Capitals,Delhi Capitals,Delhi,200,116,0,219,28.5,10.34,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,165,125,9,165,-0.0,7.92,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,165,124,8,165,-0.0,7.98,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,165,123,7,165,-0.0,8.05,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,165,122,6,165,-0.0,8.11,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,165,121,5,165,-0.0,8.18,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,161,119,3,165,24.0,8.12,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,157,118,2,165,24.0,7.98,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,157,117,1,165,16.0,8.05,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,157,116,0,165,12.0,8.12,0
Royal Challengers Bangalore,Punjab Kings,Bangalore,204,125,9,204,-0.0,9.79,1
Royal Challengers Bangalore,Punjab Kings,Bangalore,204,124,8,204,-0.0,9.87,1
Royal Challengers Bangalore,Punjab Kings,Bangalore,198,119,3,204,36.0,9.98,1
Royal Challengers Bangalore,Punjab Kings,Bangalore,198,118,2,204,18.0,10.07,1
Royal Challengers Bangalore,Punjab Kings,Bangalore,197,117,1,204,14.0,10.1,1
Royal Challengers Bangalore,Punjab Kings,Bangalore,196,116,0,204,12.0,10.14,1
Delhi Capitals,Rajasthan Royals,Ahmedabad,128,119,3,142,84.0,6.45,0
Delhi Capitals,Rajasthan Royals,Ahmedabad,128,118,2,142,42.0,6.51,0
Delhi Capitals,Rajasthan Royals,Ahmedabad,127,117,1,142,30.0,6.51,0
Delhi Capitals,Rajasthan Royals,Ahmedabad,127,116,0,142,22.5,6.57,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,136,125,9,136,-0.0,6.53,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,136,124,8,136,-0.0,6.58,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,136,123,7,136,-0.0,6.63,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,133,119,3,136,18.0,6.71,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,132,118,2,136,12.0,6.71,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,128,117,1,136,16.0,6.56,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,127,116,0,136,13.5,6.57,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,191,125,9,191,-0.0,9.17,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,187,119,3,191,24.0,9.43,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,187,118,2,191,12.0,9.51,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,187,117,1,191,8.0,9.59,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,185,116,0,191,9.0,9.57,0
Delhi Capitals,Punjab Kings,Chandigarh,133,119,3,143,60.0,6.71,0
Delhi Capitals,Punjab Kings,Chandigarh,133,118,2,143,30.0,6.76,0
Delhi Capitals,Punjab Kings,Chandigarh,133,117,1,143,20.0,6.82,0
Delhi Capitals,Punjab Kings,Chandigarh,133,116,0,143,15.0,6.88,0
Rajasthan Royals,Mumbai Indians,Mumbai,213,125,9,213,-0.0,10.22,0
Rajasthan Royals,Mumbai Indians,Mumbai,213,124,8,213,-0.0,10.31,0
Rajasthan Royals,Mumbai Indians,Mumbai,213,123,7,213,-0.0,10.39,0
Rajasthan Royals,Mumbai Indians,Mumbai,212,119,3,213,6.0,10.69,0
Rajasthan Royals,Mumbai Indians,Mumbai,211,118,2,213,6.0,10.73,0
Rajasthan Royals,Mumbai Indians,Mumbai,211,117,1,213,4.0,10.82,0
Rajasthan Royals,Mumbai Indians,Mumbai,210,116,0,213,4.5,10.86,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,162,125,9,162,-0.0,7.78,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,158,119,3,162,24.0,7.97,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,157,118,2,162,15.0,7.98,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,157,119,1,162,30.0,7.92,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai,156,118,0,162,18.0,7.93,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,144,125,9,144,-0.0,6.91,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,144,124,8,144,-0.0,6.97,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,144,123,7,144,-0.0,7.02,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,143,119,3,144,6.0,7.21,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,143,118,2,144,3.0,7.27,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,143,117,1,144,2.0,7.33,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,142,116,0,144,3.0,7.34,0
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,147,125,9,147,-0.0,7.06,1
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,147,124,8,147,-0.0,7.11,1
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,134,119,3,147,78.0,6.76,1
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,130,118,2,147,51.0,6.61,1
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,130,117,1,147,34.0,6.67,1
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,130,116,0,147,25.5,6.72,1
Sunrisers Hyderabad,Delhi Capitals,Centurion,154,125,9,154,-0.0,7.39,0
Sunrisers Hyderabad,Delhi Capitals,Centurion,133,119,3,154,126.0,6.71,0
Sunrisers Hyderabad,Delhi Capitals,Centurion,132,119,2,154,132.0,6.66,0
Sunrisers Hyderabad,Delhi Capitals,Centurion,132,118,1,154,66.0,6.71,0
Sunrisers Hyderabad,Delhi Capitals,Centurion,132,117,0,154,44.0,6.77,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,171,125,9,171,-0.0,8.21,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,171,124,8,171,-0.0,8.27,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,167,119,3,171,24.0,8.42,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,163,118,2,171,24.0,8.29,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,161,117,1,171,20.0,8.26,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Centurion,160,116,0,171,16.5,8.28,0
Delhi Capitals,Delhi Capitals,Centurion,157,119,3,166,54.0,7.92,0
Delhi Capitals,Delhi Capitals,Centurion,153,118,2,166,39.0,7.78,0
Delhi Capitals,Delhi Capitals,Centurion,153,117,1,166,26.0,7.85,0
Delhi Capitals,Delhi Capitals,Centurion,149,116,0,166,25.5,7.71,0
Punjab Kings,Chennai Super Kings,Durban,117,125,9,117,-0.0,5.62,0
Punjab Kings,Chennai Super Kings,Durban,117,124,8,117,-0.0,5.66,0
Punjab Kings,Chennai Super Kings,Durban,113,119,3,117,24.0,5.7,0
Punjab Kings,Chennai Super Kings,Durban,112,118,2,117,15.0,5.69,0
Punjab Kings,Chennai Super Kings,Durban,112,117,1,117,10.0,5.74,0
Punjab Kings,Chennai Super Kings,Durban,112,116,0,117,7.5,5.79,0
Kolkata Knight Riders,Rajasthan Royals,Durban,93,119,3,102,54.0,4.69,1
Kolkata Knight Riders,Rajasthan Royals,Durban,93,118,2,102,27.0,4.73,1
Kolkata Knight Riders,Rajasthan Royals,Durban,93,117,1,102,18.0,4.77,1
Kolkata Knight Riders,Rajasthan Royals,Durban,93,116,0,102,13.5,4.81,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,135,125,9,135,-0.0,6.48,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,135,124,8,135,-0.0,6.53,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,119,3,135,12.0,6.71,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,118,2,135,6.0,6.76,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,117,1,135,4.0,6.82,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,133,116,0,135,3.0,6.88,1
Kolkata Knight Riders,Chennai Super Kings,Centurion,179,119,3,189,60.0,9.03,1
Kolkata Knight Riders,Chennai Super Kings,Centurion,179,118,2,189,30.0,9.1,1
Kolkata Knight Riders,Chennai Super Kings,Centurion,179,117,1,189,20.0,9.18,1
Kolkata Knight Riders,Chennai Super Kings,Centurion,179,116,0,189,15.0,9.26,1
Rajasthan Royals,Delhi Capitals,Bloemfontein,151,125,9,151,-0.0,7.25,0
Rajasthan Royals,Delhi Capitals,Bloemfontein,151,124,8,151,-0.0,7.31,0
Rajasthan Royals,Delhi Capitals,Bloemfontein,151,123,7,151,-0.0,7.37,0
Rajasthan Royals,Delhi Capitals,Bloemfontein,151,122,6,151,-0.0,7.43,0
Rajasthan Royals,Delhi Capitals,Bloemfontein,149,119,3,151,12.0,7.51,0
Rajasthan Royals,Delhi Capitals,Bloemfontein,145,119,2,151,36.0,7.31,0
Rajasthan Royals,Delhi Capitals,Bloemfontein,144,118,1,151,21.0,7.32,0
Rajasthan Royals,Delhi Capitals,Bloemfontein,144,117,0,151,14.0,7.38,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,135,125,9,135,-0.0,6.48,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,130,119,3,135,30.0,6.55,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,126,118,2,135,27.0,6.41,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,120,117,1,135,30.0,6.15,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,120,116,0,135,22.5,6.21,0
Chennai Super Kings,Mumbai Indians,Port Elizabeth,148,125,9,148,-0.0,7.1,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,148,124,8,148,-0.0,7.16,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,148,123,7,148,-0.0,7.22,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,144,119,3,148,24.0,7.26,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,142,118,2,148,18.0,7.22,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,142,117,1,148,12.0,7.28,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,141,116,0,148,10.5,7.29,1
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,161,125,9,161,-0.0,7.73,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,161,124,8,161,-0.0,7.79,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,156,119,3,161,30.0,7.87,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,156,118,2,161,15.0,7.93,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,150,117,1,161,22.0,7.69,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Johannesburg,144,116,0,161,25.5,7.45,0
Punjab Kings,Delhi Capitals,Bloemfontein,121,125,9,121,-0.0,5.81,0
Punjab Kings,Delhi Capitals,Bloemfontein,121,124,8,121,-0.0,5.85,0
Punjab Kings,Delhi Capitals,Bloemfontein,121,123,7,121,-0.0,5.9,0
