s.no,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
6589,Mumbai Indians,Kolkata Knight Riders,Mumbai,16,31,7,186,11.46,3.1,1
6590,Mumbai Indians,Kolkata Knight Riders,Mumbai,15,30,7,186,11.4,3,1
6591,Mumbai Indians,Kolkata Knight Riders,Mumbai,11,29,7,186,11.54,2.28,1
6592,Mumbai Indians,Kolkata Knight Riders,Mumbai,10,28,7,186,11.48,2.14,1
6593,Mumbai Indians,Kolkata Knight Riders,Mumbai,10,27,6,186,11.35,2.22,1
6594,Mumbai Indians,Kolkata Knight Riders,Mumbai,9,26,6,186,11.3,2.08,1
6595,Mumbai Indians,Kolkata Knight Riders,Mumbai,8,25,6,186,11.24,1.92,1
6596,Mumbai Indians,Kolkata Knight Riders,Mumbai,7,24,6,186,11.19,1.75,1
6597,Mumbai Indians,Kolkata Knight Riders,Mumbai,6,23,6,186,11.13,1.57,1
6598,Mumbai Indians,Kolkata Knight Riders,Mumbai,2,23,6,186,11.38,0.52,1
6599,Mumbai Indians,Kolkata Knight Riders,Mumbai,2,22,5,186,11.27,0.55,1
6600,Mumbai Indians,Kolkata Knight Riders,Mumbai,1,21,5,186,11.21,0.29,1
6601,Mumbai Indians,Kolkata Knight Riders,Mumbai,0,20,5,186,11.16,0,1
6602,Rajasthan Royals,Gujarat Titans,Ahmedabad,176,119,10,178,12,8.87,1
6603,Rajasthan Royals,Gujarat Titans,Ahmedabad,176,119,10,178,12,8.87,1
6604,Rajasthan Royals,Gujarat Titans,Ahmedabad,176,118,10,178,6,8.95,1
6605,Rajasthan Royals,Gujarat Titans,Ahmedabad,176,117,9,178,4,9.03,1
6606,Rajasthan Royals,Gujarat Titans,Ahmedabad,176,116,9,178,3,9.1,1
6607,Rajasthan Royals,Gujarat Titans,Ahmedabad,176,115,9,178,2.4,9.18,1
6608,Rajasthan Royals,Gujarat Titans,Ahmedabad,175,114,9,178,3,9.21,1
6609,Rajasthan Royals,Gujarat Titans,Ahmedabad,175,113,9,178,2.57,9.29,1
6610,Rajasthan Royals,Gujarat Titans,Ahmedabad,174,112,9,178,3,9.32,1
6611,Rajasthan Royals,Gujarat Titans,Ahmedabad,174,111,9,178,2.67,9.41,1
6612,Rajasthan Royals,Gujarat Titans,Ahmedabad,174,110,9,178,2.4,9.49,1
6613,Rajasthan Royals,Gujarat Titans,Ahmedabad,174,109,8,178,2.18,9.58,1
6614,Rajasthan Royals,Gujarat Titans,Ahmedabad,174,108,8,178,2,9.67,1
6615,Rajasthan Royals,Gujarat Titans,Ahmedabad,170,107,8,178,3.69,9.53,1
6616,Rajasthan Royals,Gujarat Titans,Ahmedabad,169,106,8,178,3.86,9.57,1
6617,Rajasthan Royals,Gujarat Titans,Ahmedabad,169,105,8,178,3.6,9.66,1
6618,Rajasthan Royals,Gujarat Titans,Ahmedabad,169,104,8,178,3.38,9.75,1
6619,Rajasthan Royals,Gujarat Titans,Ahmedabad,169,103,8,178,3.18,9.84,1
6620,Rajasthan Royals,Gujarat Titans,Ahmedabad,165,102,8,178,4.33,9.71,1
6621,Rajasthan Royals,Gujarat Titans,Ahmedabad,165,101,8,178,4.11,9.8,1
6622,Rajasthan Royals,Gujarat Titans,Ahmedabad,165,100,8,178,3.9,9.9,1
6623,Rajasthan Royals,Gujarat Titans,Ahmedabad,165,99,8,178,3.71,10,1
6624,Rajasthan Royals,Gujarat Titans,Ahmedabad,165,98,8,178,3.55,10.1,1
6625,Rajasthan Royals,Gujarat Titans,Ahmedabad,159,97,8,178,4.96,9.84,1
6626,Rajasthan Royals,Gujarat Titans,Ahmedabad,158,96,8,178,5,9.88,1
6627,Rajasthan Royals,Gujarat Titans,Ahmedabad,158,95,8,178,4.8,9.98,1
6628,Rajasthan Royals,Gujarat Titans,Ahmedabad,158,94,8,178,4.62,10.09,1
6629,Rajasthan Royals,Gujarat Titans,Ahmedabad,158,93,8,178,4.44,10.19,1
6630,Rajasthan Royals,Gujarat Titans,Ahmedabad,152,92,8,178,5.57,9.91,1
6631,Rajasthan Royals,Gujarat Titans,Ahmedabad,152,91,8,178,5.38,10.02,1
6632,Rajasthan Royals,Gujarat Titans,Ahmedabad,152,90,8,178,5.2,10.13,1
6633,Rajasthan Royals,Gujarat Titans,Ahmedabad,152,89,8,178,5.03,10.25,1
6634,Rajasthan Royals,Gujarat Titans,Ahmedabad,146,88,8,178,6,9.95,1
6635,Rajasthan Royals,Gujarat Titans,Ahmedabad,146,87,8,178,5.82,10.07,1
6636,Rajasthan Royals,Gujarat Titans,Ahmedabad,145,86,8,178,5.82,10.12,1
6637,Rajasthan Royals,Gujarat Titans,Ahmedabad,141,85,8,178,6.34,9.95,1
6638,Rajasthan Royals,Gujarat Titans,Ahmedabad,140,84,8,178,6.33,10,1
6639,Rajasthan Royals,Gujarat Titans,Ahmedabad,139,83,8,178,6.32,10.05,1
6640,Rajasthan Royals,Gujarat Titans,Ahmedabad,138,82,8,178,6.32,10.1,1
6641,Rajasthan Royals,Gujarat Titans,Ahmedabad,137,81,8,178,6.31,10.15,1
6642,Rajasthan Royals,Gujarat Titans,Ahmedabad,137,80,8,178,6.15,10.28,1
6643,Rajasthan Royals,Gujarat Titans,Ahmedabad,133,79,8,178,6.59,10.1,1
6644,Rajasthan Royals,Gujarat Titans,Ahmedabad,132,78,8,178,6.57,10.15,1
6645,Rajasthan Royals,Gujarat Titans,Ahmedabad,131,77,8,178,6.56,10.21,1
6646,Rajasthan Royals,Gujarat Titans,Ahmedabad,131,76,8,178,6.41,10.34,1
6647,Rajasthan Royals,Gujarat Titans,Ahmedabad,131,75,7,178,6.27,10.48,1
6648,Rajasthan Royals,Gujarat Titans,Ahmedabad,130,74,7,178,6.26,10.54,1
6649,Rajasthan Royals,Gujarat Titans,Ahmedabad,129,73,7,178,6.26,10.6,1
6650,Rajasthan Royals,Gujarat Titans,Ahmedabad,128,72,7,178,6.25,10.67,1
6651,Rajasthan Royals,Gujarat Titans,Ahmedabad,128,71,7,178,6.12,10.82,1
6652,Rajasthan Royals,Gujarat Titans,Ahmedabad,127,70,7,178,6.12,10.89,1
6653,Rajasthan Royals,Gujarat Titans,Ahmedabad,127,69,7,178,6,11.04,1
6654,Rajasthan Royals,Gujarat Titans,Ahmedabad,127,68,7,178,5.88,11.21,1
6655,Rajasthan Royals,Gujarat Titans,Ahmedabad,126,67,7,178,5.89,11.28,1
6656,Rajasthan Royals,Gujarat Titans,Ahmedabad,125,66,7,178,5.89,11.36,1
6657,Rajasthan Royals,Gujarat Titans,Ahmedabad,124,65,7,178,5.89,11.45,1
6658,Rajasthan Royals,Gujarat Titans,Ahmedabad,123,64,7,178,5.89,11.53,1
6659,Rajasthan Royals,Gujarat Titans,Ahmedabad,123,63,6,178,5.79,11.71,1
6660,Rajasthan Royals,Gujarat Titans,Ahmedabad,123,62,6,178,5.69,11.9,1
6661,Rajasthan Royals,Gujarat Titans,Ahmedabad,122,61,6,178,5.69,12,1
6662,Rajasthan Royals,Gujarat Titans,Ahmedabad,116,60,6,178,6.2,11.6,1
6663,Rajasthan Royals,Gujarat Titans,Ahmedabad,116,59,6,178,6.1,11.8,1
6664,Rajasthan Royals,Gujarat Titans,Ahmedabad,116,58,6,178,6,12,1
6665,Rajasthan Royals,Gujarat Titans,Ahmedabad,115,57,6,178,6,12.11,1
6666,Rajasthan Royals,Gujarat Titans,Ahmedabad,114,56,6,178,6,12.21,1
6667,Rajasthan Royals,Gujarat Titans,Ahmedabad,113,55,6,178,6,12.33,1
6668,Rajasthan Royals,Gujarat Titans,Ahmedabad,112,54,6,178,6,12.44,1
6669,Rajasthan Royals,Gujarat Titans,Ahmedabad,112,53,6,178,5.91,12.68,1
6670,Rajasthan Royals,Gujarat Titans,Ahmedabad,106,52,6,178,6.35,12.23,1
6671,Rajasthan Royals,Gujarat Titans,Ahmedabad,100,51,6,178,6.78,11.76,1
6672,Rajasthan Royals,Gujarat Titans,Ahmedabad,94,50,6,178,7.2,11.28,1
6673,Rajasthan Royals,Gujarat Titans,Ahmedabad,93,49,6,178,7.18,11.39,1
6674,Rajasthan Royals,Gujarat Titans,Ahmedabad,92,48,6,178,7.17,11.5,1
6675,Rajasthan Royals,Gujarat Titans,Ahmedabad,86,47,6,178,7.56,10.98,1
6676,Rajasthan Royals,Gujarat Titans,Ahmedabad,85,46,6,178,7.54,11.09,1
6677,Rajasthan Royals,Gujarat Titans,Ahmedabad,84,45,6,178,7.52,11.2,1
6678,Rajasthan Royals,Gujarat Titans,Ahmedabad,80,44,6,178,7.74,10.91,1
6679,Rajasthan Royals,Gujarat Titans,Ahmedabad,78,43,6,178,7.79,10.88,1
6680,Rajasthan Royals,Gujarat Titans,Ahmedabad,77,42,6,178,7.77,11,1
6681,Rajasthan Royals,Gujarat Titans,Ahmedabad,76,41,6,178,7.75,11.12,1
6682,Rajasthan Royals,Gujarat Titans,Ahmedabad,75,40,6,178,7.72,11.25,1
6683,Rajasthan Royals,Gujarat Titans,Ahmedabad,74,39,6,178,7.7,11.38,1
6684,Rajasthan Royals,Gujarat Titans,Ahmedabad,68,38,6,178,8.05,10.74,1
6685,Rajasthan Royals,Gujarat Titans,Ahmedabad,64,37,6,178,8.24,10.38,1
6686,Rajasthan Royals,Gujarat Titans,Ahmedabad,64,36,5,178,8.14,10.67,1
6687,Rajasthan Royals,Gujarat Titans,Ahmedabad,62,35,5,178,8.19,10.63,1
6688,Rajasthan Royals,Gujarat Titans,Ahmedabad,56,34,5,178,8.51,9.88,1
6689,Rajasthan Royals,Gujarat Titans,Ahmedabad,55,33,5,178,8.48,10,1
6690,Rajasthan Royals,Gujarat Titans,Ahmedabad,51,32,5,178,8.66,9.56,1
6691,Rajasthan Royals,Gujarat Titans,Ahmedabad,50,31,5,178,8.63,9.68,1
6692,Rajasthan Royals,Gujarat Titans,Ahmedabad,44,30,5,178,8.93,8.8,1
6693,Rajasthan Royals,Gujarat Titans,Ahmedabad,40,29,5,178,9.1,8.28,1
6694,Rajasthan Royals,Gujarat Titans,Ahmedabad,40,28,5,178,9,8.57,1
6695,Rajasthan Royals,Gujarat Titans,Ahmedabad,40,27,5,178,8.9,8.89,1
6696,Rajasthan Royals,Gujarat Titans,Ahmedabad,39,26,5,178,8.87,9,1
6697,Rajasthan Royals,Gujarat Titans,Ahmedabad,38,25,5,178,8.84,9.12,1
6698,Rajasthan Royals,Gujarat Titans,Ahmedabad,37,24,5,178,8.81,9.25,1
6699,Rajasthan Royals,Gujarat Titans,Ahmedabad,36,23,5,178,8.78,9.39,1
6700,Rajasthan Royals,Gujarat Titans,Ahmedabad,35,23,5,178,8.85,9.13,1
6701,Rajasthan Royals,Gujarat Titans,Ahmedabad,35,22,5,178,8.76,9.55,1
6702,Rajasthan Royals,Gujarat Titans,Ahmedabad,31,21,5,178,8.91,8.86,1
6703,Rajasthan Royals,Gujarat Titans,Ahmedabad,31,20,5,178,8.82,9.3,1
6704,Rajasthan Royals,Gujarat Titans,Ahmedabad,25,19,5,178,9.09,7.89,1
6705,Rajasthan Royals,Gujarat Titans,Ahmedabad,23,18,5,178,9.12,7.67,1
6706,Rajasthan Royals,Gujarat Titans,Ahmedabad,17,17,5,178,9.38,6,1
6707,Rajasthan Royals,Gujarat Titans,Ahmedabad,17,16,4,178,9.29,6.38,1
6708,Rajasthan Royals,Gujarat Titans,Ahmedabad,13,15,4,178,9.43,5.2,1
6709,Rajasthan Royals,Gujarat Titans,Ahmedabad,7,14,4,178,9.68,3,1
6710,Rajasthan Royals,Gujarat Titans,Ahmedabad,7,13,3,178,9.59,3.23,1
6711,Rajasthan Royals,Gujarat Titans,Ahmedabad,7,12,3,178,9.5,3.5,1
6712,Rajasthan Royals,Gujarat Titans,Ahmedabad,5,11,3,178,9.52,2.73,1
6713,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,221,119,9,227,36,11.14,0
6714,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,217,118,9,227,30,11.03,0
6715,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,216,117,9,227,22,11.08,0
6716,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,212,116,9,227,22.5,10.97,0
6717,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,212,115,9,227,18,11.06,0
6718,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,212,114,8,227,15,11.16,0
6719,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,211,113,8,227,13.71,11.2,0
6720,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,211,112,8,227,12,11.3,0
6721,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,211,111,8,227,10.67,11.41,0
6722,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,205,110,8,227,13.2,11.18,0
6723,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,205,109,8,227,12,11.28,0
6724,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,199,108,8,227,14,11.06,0
6725,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,198,107,8,227,13.38,11.1,0
6726,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,197,106,8,227,12.86,11.15,0
6727,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,193,105,8,227,13.6,11.03,0
6728,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,189,104,8,227,14.25,10.9,0
6729,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,183,103,8,227,15.53,10.66,0
6730,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,182,102,8,227,15,10.71,0
6731,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,182,101,8,227,14.21,10.81,0
